Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
.,io.spring.initializr.actuate.stat,StatsPropertiesTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.actuate.stat.StatsProperties
.,io.spring.initializr.actuate.stat,ProjectRequestDocumentFactory,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.actuate.stat.ProjectRequestDocument
.,io.spring.initializr.actuate.stat,ProjectRequestDocumentFactory,Law of Demeter violation,The tool detected the smell in this method (createDocument) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getJavaVersions; io.spring.initializr.metadata.SingleSelectCapability.get
.,io.spring.initializr.actuate.stat,ProjectRequestDocumentFactory,Law of Demeter violation,The tool detected the smell in this method (createDocument) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getLanguages; io.spring.initializr.metadata.SingleSelectCapability.get
.,io.spring.initializr.actuate.stat,ProjectRequestDocumentFactory,Law of Demeter violation,The tool detected the smell in this method (createDocument) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getPackagings; io.spring.initializr.metadata.SingleSelectCapability.get
.,io.spring.initializr.actuate.stat,ProjectRequestDocumentFactory,Law of Demeter violation,The tool detected the smell in this method (createDocument) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getTypes; io.spring.initializr.metadata.TypeCapability.get
.,io.spring.initializr.actuate.stat,ProjectRequestDocumentFactory,Law of Demeter violation,The tool detected the smell in this method (createDocument) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.InitializrMetadata.getDependencies
.,io.spring.initializr.actuate.stat,ProjectRequestDocument.VersionInformation,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.actuate.stat,ProjectRequestDocument.DependencyInformation,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.actuate.stat,ProjectRequestDocument.ClientInformation,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.actuate.stat,ProjectRequestDocument.ErrorStateInformation,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.actuate.stat,ProjectRequestDocument.InvalidDependencyInformation,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.actuate.stat,StatsProperties.Elastic,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
.,io.spring.initializr.generator.test.buildsystem.maven,MavenBuildAssert,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.test.io.NodeAssert; io.spring.initializr.metadata.BillOfMaterials; io.spring.initializr.metadata.Repository; io.spring.initializr.metadata.Dependency
.,io.spring.initializr.generator.test.project,ProjectAssetTesterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.test.project.ProjectAssetTester; io.spring.initializr.generator.project.MutableProjectDescription
.,io.spring.initializr.generator.test.project,ProjectAssetTesterTests,Law of Demeter violation,The tool detected the smell in this method (testerWithIndentingWriterFactory) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.project.ProjectAssetTester.configure; io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withIndentingWriterFactory
.,io.spring.initializr.generator.test.project,ProjectAssetTesterTests,Law of Demeter violation,The tool detected the smell in this method (testerWithExplicitProjectContributors) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withDirectory; io.spring.initializr.generator.test.project.ProjectAssetTester.generate
.,io.spring.initializr.generator.test.project,ProjectStructureTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.test.project.ProjectStructure
.,io.spring.initializr.generator.test.project,ProjectGeneratorTesterTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.project.MutableProjectDescription; io.spring.initializr.generator.test.project.ProjectGeneratorTester; io.spring.initializr.generator.project.ProjectDescription
.,io.spring.initializr.generator.test.project,ProjectGeneratorTesterTests,Law of Demeter violation,The tool detected the smell in this method (testerWithExplicitProjectContributors) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withDirectory; io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withContextInitializer
.,io.spring.initializr.generator.test.project,ProjectGeneratorTester,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.project.ProjectGenerator
.,io.spring.initializr.generator.test.project,AbstractJvmModuleAssert,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.language.SourceStructure
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.DependencyGroup; io.spring.initializr.metadata.DefaultMetadataElement; io.spring.initializr.metadata.Repository; io.spring.initializr.metadata.Type
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addDependencyGroup) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addDependencyGroup) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addAllDefaults) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.setGradleEnv; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addBasicDefaults
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addBasicDefaults) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addDefaultPackagings; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addDefaultJavaVersions; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addDefaultBootVersions; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addDefaultTypes; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.addDefaultLanguages
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addType) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TypeCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getTypes
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addPackaging) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.SingleSelectCapability.addContent; io.spring.initializr.metadata.InitializrMetadata.getPackagings
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addJavaVersion) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.SingleSelectCapability.addContent; io.spring.initializr.metadata.InitializrMetadata.getJavaVersions
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addLanguage) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.SingleSelectCapability.addContent; io.spring.initializr.metadata.InitializrMetadata.getLanguages
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addBootVersion) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getBootVersions; io.spring.initializr.metadata.SingleSelectCapability.addContent
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (setPlatformCompatibilityRange) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (setPlatformVersionFormatCompatibilityRange) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (setGradleEnv) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (setKotlinEnv) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (setKotlinEnv) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (setMavenParent) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.generator.test,InitializrMetadataTestBuilder,Law of Demeter violation,The tool detected the smell in this method (addRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,LinkTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.Link
.,io.spring.initializr.metadata,TypeCapabilityTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.TypeCapability
.,io.spring.initializr.metadata,InitializrConfigurationTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.InitializrConfiguration
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.DependenciesCapability
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Law of Demeter violation,The tool detected the smell in this method (addDefaultCompatibilityRange) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.Dependency.getCompatibilityRange
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Law of Demeter violation,The tool detected the smell in this method (addDefaultCompatibilityRange) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.Dependency.getCompatibilityRange
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Law of Demeter violation,The tool detected the smell in this method (addDefaultBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.Dependency.getBom
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Law of Demeter violation,The tool detected the smell in this method (addDefaultBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.Dependency.getBom
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Law of Demeter violation,The tool detected the smell in this method (addDefaultRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.Dependency.getRepository
.,io.spring.initializr.metadata,DependenciesCapabilityTests,Law of Demeter violation,The tool detected the smell in this method (addDefaultRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.Dependency.getRepository
.,io.spring.initializr.metadata,TextCapabilityTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.TextCapability
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.metadata.InitializrMetadata; io.spring.initializr.metadata.InitializrConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (loadDefaultConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.fromInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeIdenticalConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.fromInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.fromInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getGroupId; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getArtifactId; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getVersion; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getName; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TextCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getDescription
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TextCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getPackageName
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.create; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrMetadata
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.get; io.spring.initializr.metadata.InitializrMetadata.getDependencies
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TypeCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getTypes
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getBootVersions; io.spring.initializr.metadata.SingleSelectCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.SingleSelectCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getPackagings
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getJavaVersions; io.spring.initializr.metadata.SingleSelectCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.SingleSelectCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getLanguages
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getName; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TextCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getDescription
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getGroupId; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getArtifactId; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getVersion; io.spring.initializr.metadata.TextCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadata) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TextCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getPackageName
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadataWithBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.create; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrMetadata
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadataWithBom) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadataWithRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.create; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrMetadata
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeMetadataWithRepository) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfigurationDisabledByDefault) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.fromInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfigurationDisabledByDefault) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfiguration) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.fromInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeConfiguration) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeSslConfiguration) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.fromInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.withInitializrProperties; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (mergeSslConfiguration) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrConfiguration.getEnv; io.spring.initializr.metadata.InitializrMetadata.getConfiguration
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (addDependencyInCustomizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadataBuilder.create; io.spring.initializr.metadata.InitializrMetadataBuilder.withCustomizer; io.spring.initializr.metadata.InitializrMetadataBuilder.build
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (addDependencyInCustomizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (addDependencyInCustomizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (addDependencyInCustomizer) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (assertDefaultConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.DependenciesCapability.getAll; io.spring.initializr.metadata.InitializrMetadata.getDependencies
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (assertDefaultConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.InitializrMetadata.getDependencies; io.spring.initializr.metadata.DependenciesCapability.getContent
.,io.spring.initializr.metadata,InitializrMetadataBuilderTests,Law of Demeter violation,The tool detected the smell in this method (assertDefaultConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.TypeCapability.getContent; io.spring.initializr.metadata.InitializrMetadata.getTypes
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveSimpleRange) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.getVersionProperty; io.spring.initializr.generator.version.VersionProperty.toStandardFormat
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveSimpleRangeWithGroupIdArtifactId) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.getVersionProperty; io.spring.initializr.generator.version.VersionProperty.toStandardFormat
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveRangeOverrideAndMapping) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.getVersionProperty; io.spring.initializr.generator.version.VersionProperty.toStandardFormat
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveRangeWithVariablePatch) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.resolve; io.spring.initializr.metadata.BillOfMaterials.getVersion
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveRangeWithVariablePatch) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.resolve; io.spring.initializr.metadata.BillOfMaterials.getVersion
.,io.spring.initializr.metadata,BillOfMaterialsTests,Law of Demeter violation,The tool detected the smell in this method (resolveRangeWithVariablePatch) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.metadata.BillOfMaterials.resolve; io.spring.initializr.metadata.BillOfMaterials.getVersion
