Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,io.spring.initializr.metadata,InitializrConfiguration.ParentPom,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: groupId; artifactId; version; relativePath; includeSpringBootBom
.,io.spring.initializr.metadata,InitializrConfiguration.Platform,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,InitializrConfiguration.Platform,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: compatibilityRange; range; v1FormatCompatibilityRange; v1FormatRange; v2FormatCompatibilityRange; v2FormatRange
.,io.spring.initializr.metadata,InitializrMetadataBuilder.InitializerPropertiesCustomizer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: properties
.,io.spring.initializr.metadata,InitializrMetadataBuilder.InitializerPropertiesCustomizer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,InitializrMetadataBuilder.ResourceInitializrMetadataCustomizer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: logger; UTF_8; resource
.,io.spring.initializr.metadata,InitializrMetadataBuilder.ResourceInitializrMetadataCustomizer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,BillOfMaterials,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
.,io.spring.initializr.metadata,BillOfMaterials.Mapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,BillOfMaterials.Mapping,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: compatibilityRange; groupId; artifactId; version; repositories; additionalBoms; range
.,io.spring.initializr.metadata,Dependency,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SCOPE_COMPILE; SCOPE_COMPILE_ONLY; SCOPE_ANNOTATION_PROCESSOR; SCOPE_RUNTIME; SCOPE_PROVIDED; SCOPE_TEST; SCOPE_ALL; aliases; facets; groupId; artifactId; version; classifier; type; mappings; scope; description; compatibilityRange; versionRequirement; range; bom; repository; weight; starter; keywords; links; compatibilityRange; groupId; artifactId; version; starter; bom; repository; range
.,io.spring.initializr.metadata,Dependency,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): MetadataElement; Describable
.,io.spring.initializr.metadata,Dependency,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 54 public methods
.,io.spring.initializr.metadata,Dependency.Mapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,Dependency.Mapping,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: compatibilityRange; groupId; artifactId; version; starter; bom; repository; range
.,io.spring.initializr.metadata,InitializrMetadata,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
.,io.spring.initializr.metadata,InitializrMetadata.ArtifactIdCapability,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: nameCapability
.,io.spring.initializr.metadata,InitializrMetadata.ArtifactIdCapability,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,InitializrMetadata.PackageCapability,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: groupId; artifactId
.,io.spring.initializr.metadata,InitializrMetadata.PackageCapability,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,SimpleInitializrMetadataProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.metadata,InitializrProperties,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
.,io.spring.initializr.metadata,InitializrProperties,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InitializrConfiguration
.,io.spring.initializr.metadata,InitializrProperties.SimpleElement,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: title; description; value
.,io.spring.initializr.metadata,InitializrProperties.SimpleElement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,sample.service,ServiceApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.packaging,PackagingFactory,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PackagingFactory; Packaging
.,io.spring.initializr.generator.io,IndentingWriterFactory.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: defaultIndentingStrategy; indentingStrategies
.,io.spring.initializr.generator.io,IndentingWriterFactory.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,BuildTests.TestBuild,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: settings
.,io.spring.initializr.generator.buildsystem,BuildTests.TestBuild,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,BuildTests.TestBuildSettingsBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem,BuildTests.TestBuildSettingsBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,DependencyScope,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem,BuildSystem,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BuildSystem; BuildSystemFactory
.,io.spring.initializr.generator.buildsystem,MavenRepository,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAVEN_CENTRAL; id; name; url; releasesEnabled; snapshotsEnabled; id; name; url; releasesEnabled; snapshotsEnabled
.,io.spring.initializr.generator.buildsystem,MavenRepository.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; name; url; releasesEnabled; snapshotsEnabled
.,io.spring.initializr.generator.buildsystem,MavenRepository.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,MavenRepository.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; name; url; releasesEnabled; snapshotsEnabled
.,io.spring.initializr.generator.buildsystem,BuildSettings.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: group; artifact; version
.,io.spring.initializr.generator.buildsystem,BuildSettings.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,DependencyComparator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
.,io.spring.initializr.generator.buildsystem,BuildItemResolver,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: SimpleBuildItemResolver
.,io.spring.initializr.generator.buildsystem,BillOfMaterials.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: groupId; artifactId; version; order
.,io.spring.initializr.generator.buildsystem,BillOfMaterials.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,Dependency.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem,Dependency.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: groupId; artifactId; version; scope; type; classifier; exclusions
.,io.spring.initializr.generator.buildsystem,Dependency.Exclusion,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: groupId; artifactId
.,io.spring.initializr.generator.buildsystem,Dependency.Exclusion,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriterTests,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 82 methods
.,io.spring.initializr.generator.buildsystem.maven,MavenDependency.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: optional
.,io.spring.initializr.generator.buildsystem.maven,MavenDependency.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenLicense.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; url; distribution; comments
.,io.spring.initializr.generator.buildsystem.maven,MavenLicense.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenLicense.Distribution,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem.maven,MavenLicense.Distribution,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildSystem,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildSystemFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Os,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; family; arch; version
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Os,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; value
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.File,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: exists; missing
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.File,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenProfileActivation.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: activeByDefault; jdk; os; property; fileExists; fileMissing
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildSettings,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BuildSettings
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildSettings.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildSettings.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: parent; packaging; name; description; licenses; developers; scm; defaultGoal; finalName; sourceDirectory; testSourceDirectory; url; addOverrideIfEmpty
.,io.spring.initializr.generator.buildsystem.maven,MavenDeveloper.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDeveloper.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; name; email; url; organization; organizationUrl; roles; timezone; properties
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile.SettingsBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: defaultGoal; finalName
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile.SettingsBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile.Settings,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: defaultGoal; finalName
.,io.spring.initializr.generator.buildsystem.maven,MavenProfile.Settings,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: groupId; artifactId; version; extensions; inherited; executions; dependencies; configurationBuilder
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.ExecutionBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; phase; goals; configurationCustomization
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.ExecutionBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.ConfigurationBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: settings
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.ConfigurationBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Configuration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: settings
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Configuration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Setting,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; value
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Setting,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Execution,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; phase; goals; configuration
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Execution,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Dependency,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: groupId; artifactId; version
.,io.spring.initializr.generator.buildsystem.maven,MavenPlugin.Dependency,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: downloadUrl; repository; snapshotRepository; site; relocation
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: downloadUrl; repository; snapshotRepository; site; relocation
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.DeploymentRepository,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.DeploymentRepository,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; name; url; layout; uniqueVersion; id; name; url; layout; uniqueVersion
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; name; url; layout; uniqueVersion
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; name; url; layout; uniqueVersion
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Site,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Site,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; name; url; id; name; url
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; name; url
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Relocation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Relocation,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: groupId; artifactId; version; message; groupId; artifactId; version; message
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: groupId; artifactId; version; message
.,io.spring.initializr.generator.buildsystem.maven,MavenDistributionManagement.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenBuildWriter,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 56 methods
.,io.spring.initializr.generator.buildsystem.maven,MavenScm.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: connection; developerConnection; tag; url
.,io.spring.initializr.generator.buildsystem.maven,MavenScm.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenExtension.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: groupId; artifactId; version
.,io.spring.initializr.generator.buildsystem.maven,MavenExtension.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenResource.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: directory; targetPath; filtering; includes; excludes
.,io.spring.initializr.generator.buildsystem.maven,MavenResource.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.maven,MavenResource.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: directory; targetPath; filtering; includes; excludes
.,io.spring.initializr.generator.buildsystem.gradle,KotlinDslGradleBuildWriterTests,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 48 methods
.,io.spring.initializr.generator.buildsystem.gradle,GroovyDslGradleBuildWriterTests,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 47 methods
.,io.spring.initializr.generator.buildsystem.gradle,GradleSnippet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; type; attributes; invocations; nested
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; type; attributes; invocations; nested
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Invocation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Invocation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Attribute,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Attribute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.generator.buildsystem.gradle,GradleTask.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleExtension.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; attributes; invocations; nested; importedTypes
.,io.spring.initializr.generator.buildsystem.gradle,GradleExtension.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleExtension.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; attributes; invocations; nested; importedTypes
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuildWriter,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 36 methods
.,io.spring.initializr.generator.buildsystem.gradle,GradleDependency.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: configuration
.,io.spring.initializr.generator.buildsystem.gradle,GradleDependency.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.buildsystem.gradle,GradleBuild,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.8181818181818182
